order_id,customer_id,order_date,order_status
4299,5719,2024-04-29 00:00:00,Pendente
4300,3338,2024-07-22 00:00:00,Pago
4301,2818,Unknown,Pendente
4302,5002,2024-05-01 00:00:00,Pago
4303,2546,2024-03-05 00:00:00,Pago
4304,5641,2024-01-09 00:00:00,Pendente
4305,2892,2024-05-24 00:00:00,Pendente
4306,3879,2024-04-17 00:00:00,Pendente
4307,3250,2024-03-05 00:00:00,Pendente
4308,4225,2024-02-12 00:00:00,Pago
4309,7189,2024-01-26 00:00:00,Enviado
4310,3846,2024-07-02 00:00:00,Pago
4311,2983,2024-03-23 00:00:00,Pago
4314,1414,2024-06-02 00:00:00,Pago
4315,2388,2024-06-12 00:00:00,Pendente
4316,9598,2024-04-12 00:00:00,Pago
4317,5265,2024-01-31 00:00:00,Pendente
4318,2798,2024-01-27 00:00:00,Pendente
4319,1193,2024-05-21 00:00:00,Entregue
4321,9422,2024-05-30 00:00:00,Pago
4322,1563,2024-06-15 00:00:00,Pago
4323,5062,2024-01-14 00:00:00,Pendente
4324,3015,2024-04-03 00:00:00,Pago
4325,2162,2024-04-02 00:00:00,Entregue
4326,3164,2024-01-25 00:00:00,Pendente
4328,846,2024-06-26 00:00:00,Enviado
4329,766,2024-01-19 00:00:00,Pago
4330,3881,2024-05-26 00:00:00,Pago
4331,15,Unknown,Entregue
4332,1025,2024-03-03 00:00:00,Pendente
4334,1529,2024-07-19 00:00:00,Pago
4335,9752,2024-02-16 00:00:00,Entregue
4336,1955,2024-03-27 00:00:00,Entregue
4337,9369,2024-03-18 00:00:00,Pago
4339,635,2024-06-23 00:00:00,Enviado
4340,3776,2024-06-12 00:00:00,Pago
4341,784,2024-03-30 00:00:00,Pago
4342,9038,2024-07-17 00:00:00,Entregue
4343,6978,2024-03-10 00:00:00,Entregue
4344,6739,Unknown,Pendente
4346,993,2024-03-18 00:00:00,Pago
4347,9011,2024-05-11 00:00:00,Pendente
4349,3975,2024-05-15 00:00:00,Pago
4350,1624,2024-05-29 00:00:00,Entregue
4351,3367,2024-04-06 00:00:00,Enviado
4352,9950,2024-03-29 00:00:00,Pago
4353,6204,2024-06-05 00:00:00,Enviado
4355,5470,Unknown,Enviado
4356,6118,Unknown,Pago
4357,7282,2024-07-21 00:00:00,Pago
4358,9724,2024-01-18 00:00:00,Pendente
4359,431,Unknown,Pago
4360,1626,2024-06-20 00:00:00,Pendente
4361,7787,2024-07-10 00:00:00,Entregue
4362,5154,2024-05-02 00:00:00,Pago
4363,6284,2024-06-25 00:00:00,Entregue
4364,4915,2024-02-20 00:00:00,Enviado
4365,7786,2024-02-02 00:00:00,Entregue
4367,5333,2024-04-10 00:00:00,Pago
4368,4961,2024-04-25 00:00:00,Enviado
4369,1647,2024-02-23 00:00:00,Pago
4370,851,2024-05-08 00:00:00,Pago
4371,2299,2024-07-27 00:00:00,Enviado
4372,381,2024-02-24 00:00:00,Pago
4373,3234,2024-03-12 00:00:00,Entregue
4374,74,2024-03-11 00:00:00,Enviado
4376,6043,2024-06-25 00:00:00,Pago
4377,8798,Unknown,Entregue
4378,4875,2024-03-09 00:00:00,Pago
4379,2046,2024-02-18 00:00:00,Enviado
4380,2272,Unknown,Enviado
4381,8499,2024-01-22 00:00:00,Pendente
4382,4861,2024-07-18 00:00:00,Pendente
4383,9878,2024-04-26 00:00:00,Entregue
4384,9292,2024-01-26 00:00:00,Pendente
4385,9291,2024-01-17 00:00:00,Entregue
4387,9525,2024-04-11 00:00:00,Pago
4388,4799,2024-07-08 00:00:00,Entregue
4390,5362,2024-04-07 00:00:00,Pago
4391,8692,Unknown,Entregue
4392,8910,2024-01-23 00:00:00,Enviado
4393,797,2024-01-18 00:00:00,Pago
4394,1494,2024-03-24 00:00:00,Entregue
4396,2132,Unknown,Pago
4397,660,2024-01-26 00:00:00,Pendente
4399,9126,2024-02-09 00:00:00,Entregue
4400,782,Unknown,Pago
4401,4092,2024-02-14 00:00:00,Pago
4402,7768,2024-05-19 00:00:00,Pago
4403,9451,2024-06-09 00:00:00,Entregue
4405,628,2024-02-07 00:00:00,Pendente
4406,4398,2024-06-06 00:00:00,Pago
4407,7275,2024-05-07 00:00:00,Entregue
4408,1931,2024-05-16 00:00:00,Pago
4409,415,Unknown,Enviado
4410,7051,2024-03-07 00:00:00,Pendente
4411,4586,2024-04-02 00:00:00,Enviado
4412,3008,2024-03-03 00:00:00,Pendente
4413,4919,2024-06-10 00:00:00,Pendente
4414,619,2024-02-28 00:00:00,Pendente
4415,4747,2024-03-01 00:00:00,Cancelado
4416,1534,2024-07-07 00:00:00,Pendente
4417,7714,2024-03-02 00:00:00,Entregue
4419,8303,2024-04-12 00:00:00,Entregue
4420,8966,2024-06-17 00:00:00,Pago
4421,5561,2024-01-04 00:00:00,Pendente
4422,3712,2024-03-10 00:00:00,Pendente
4423,835,2024-04-24 00:00:00,Pago
4424,6877,2024-02-29 00:00:00,Pago
4425,3578,2024-07-09 00:00:00,Pago
4426,2546,2024-03-30 00:00:00,Entregue
4427,7537,2024-04-04 00:00:00,Pago
4428,9641,2024-01-06 00:00:00,Pago
4429,5375,2024-07-09 00:00:00,Pago
4430,5898,2024-01-09 00:00:00,Pago
4431,5557,2024-04-11 00:00:00,Enviado
4432,4915,2024-04-22 00:00:00,Entregue
4434,3227,2024-04-20 00:00:00,Cancelado
4435,8367,2024-03-24 00:00:00,Pago
4436,4314,2024-07-15 00:00:00,Pago
4437,7501,Unknown,Pago
4438,8380,2024-01-08 00:00:00,Pendente
4439,5429,2024-04-14 00:00:00,Pago
4440,2376,2024-04-20 00:00:00,Pago
4441,3808,2024-02-25 00:00:00,Pago
4442,9691,2024-06-24 00:00:00,Entregue
4443,9613,2024-04-17 00:00:00,Pendente
4444,1731,2024-02-04 00:00:00,Pago
4445,669,Unknown,Pendente
4447,9599,2024-01-19 00:00:00,Entregue
4448,6360,2024-03-02 00:00:00,Pendente
4449,7936,2024-06-28 00:00:00,Enviado
4451,8724,2024-06-14 00:00:00,Enviado
4452,1583,2024-07-01 00:00:00,Entregue
4453,5522,2024-06-08 00:00:00,Pago
4454,3920,2024-01-04 00:00:00,Entregue
4455,695,2024-03-21 00:00:00,Pago
4456,5142,2024-07-02 00:00:00,Enviado
4457,7656,2024-03-21 00:00:00,Entregue
4458,5388,2024-02-11 00:00:00,Pendente
4459,8495,2024-02-12 00:00:00,Pendente
4460,7414,2024-04-22 00:00:00,Enviado
4461,9802,2024-03-23 00:00:00,Pendente
4462,3097,2024-04-04 00:00:00,Pago
4463,4708,2024-01-01 00:00:00,Pago
4464,6540,2024-04-28 00:00:00,Pago
4465,2607,2024-04-12 00:00:00,Entregue
4466,9944,2024-07-20 00:00:00,Pago
4467,7220,2024-02-25 00:00:00,Pago
4468,1035,2024-05-17 00:00:00,Enviado
4469,9851,2024-01-12 00:00:00,Entregue
4470,448,2024-04-27 00:00:00,Pendente
4471,3933,2024-06-05 00:00:00,Entregue
4472,7495,2024-06-12 00:00:00,Pago
4473,7160,2024-02-05 00:00:00,Pago
4474,6246,2024-06-28 00:00:00,Pago
4475,3538,2024-07-25 00:00:00,Pago
4476,4071,2024-02-10 00:00:00,Pendente
4477,5918,2024-02-05 00:00:00,Pago
4478,440,2024-02-18 00:00:00,Pendente
4479,5089,2024-01-18 00:00:00,Pendente
4480,5955,2024-05-02 00:00:00,Enviado
4481,3040,2024-02-19 00:00:00,Pago
4482,820,2024-03-27 00:00:00,Pago
4483,9697,2024-07-20 00:00:00,Entregue
4484,3981,2024-02-26 00:00:00,Pago
4485,3200,2024-01-29 00:00:00,Pago
4486,4401,2024-05-04 00:00:00,Entregue
4487,5726,2024-04-12 00:00:00,Entregue
4488,4896,2024-03-16 00:00:00,Pago
4489,5720,2024-01-14 00:00:00,Enviado
4490,9735,2024-01-17 00:00:00,Entregue
4491,3312,2024-06-25 00:00:00,Enviado
4492,4112,2024-02-15 00:00:00,Enviado
4493,1562,2024-07-03 00:00:00,Enviado
4494,5971,2024-03-18 00:00:00,Pago
4495,4383,2024-03-17 00:00:00,Pago
4496,8063,2024-06-07 00:00:00,Entregue
4498,8454,2024-06-12 00:00:00,Entregue
4499,611,2024-05-09 00:00:00,Enviado
4500,560,2024-02-19 00:00:00,Pago
4501,7294,2024-01-02 00:00:00,Pendente
4502,4278,2024-06-13 00:00:00,Pendente
4504,2458,2024-06-28 00:00:00,Enviado
4505,9641,2024-05-31 00:00:00,Entregue
4506,8740,2024-04-03 00:00:00,Pendente
4507,3245,2024-03-18 00:00:00,Pago
4508,8576,2024-03-20 00:00:00,Pago
4509,6453,2024-04-07 00:00:00,Pendente
4510,9342,2024-04-14 00:00:00,Enviado
4512,1232,2024-04-01 00:00:00,Pago
4513,9580,2024-07-10 00:00:00,Pendente
4514,2921,2024-05-14 00:00:00,Cancelado
4515,5752,2024-05-11 00:00:00,Enviado
4517,3942,2024-05-13 00:00:00,Cancelado
4518,8095,2024-05-07 00:00:00,Pago
4519,3645,2024-04-06 00:00:00,Entregue
4520,7066,2024-01-15 00:00:00,Enviado
4521,5006,2024-07-02 00:00:00,Pago
4522,3950,2024-01-17 00:00:00,Pago
4523,5205,2024-03-08 00:00:00,Pendente
4524,4565,2024-03-01 00:00:00,Pago
4525,8427,2024-01-27 00:00:00,Pago
4526,3011,2024-01-17 00:00:00,Pendente
4527,631,2024-02-21 00:00:00,Pendente
4528,8131,2024-05-08 00:00:00,Entregue
4529,8130,2024-06-07 00:00:00,Entregue
4531,1070,2024-06-08 00:00:00,Entregue
4533,3004,2024-07-04 00:00:00,Pago
4534,3966,2024-04-24 00:00:00,Pago
4535,7239,2024-06-08 00:00:00,Pago
4536,8541,2024-03-03 00:00:00,Pendente
4537,4661,2024-05-31 00:00:00,Enviado
4538,4744,2024-01-05 00:00:00,Pendente
4539,5537,2024-04-28 00:00:00,Pendente
4540,125,2024-06-13 00:00:00,Pago
4541,6383,2024-05-26 00:00:00,Pago
4542,3934,2024-02-12 00:00:00,Pendente
4543,3979,2024-01-21 00:00:00,Pago
4544,9436,2024-05-18 00:00:00,Entregue
4546,9649,2024-01-14 00:00:00,Pendente
4547,6706,2024-07-04 00:00:00,Pago
4548,8479,2024-02-02 00:00:00,Pendente
4549,2767,2024-07-12 00:00:00,Enviado
4550,5329,2024-05-02 00:00:00,Cancelado
4551,6760,2024-06-27 00:00:00,Pago
4552,9703,Unknown,Pendente
4553,1670,2024-06-19 00:00:00,Pago
4554,4113,2024-07-27 00:00:00,Enviado
4555,8755,2024-07-24 00:00:00,Pendente
4556,407,Unknown,Pago
4557,5396,2024-01-06 00:00:00,Pendente
4559,4961,2024-06-17 00:00:00,Pago
4560,3673,2024-04-30 00:00:00,Pendente
4561,990,2024-01-17 00:00:00,Pendente
4562,8701,2024-03-10 00:00:00,Enviado
4564,4486,2024-05-15 00:00:00,Pago
4565,4066,2024-02-22 00:00:00,Pago
4566,6554,2024-04-26 00:00:00,Pendente
4567,1357,2024-04-07 00:00:00,Pago
4569,4704,Unknown,Pago
4570,4912,2024-01-23 00:00:00,Pendente
4571,2338,2024-04-09 00:00:00,Entregue
4572,7642,2024-04-12 00:00:00,Enviado
4573,2726,Unknown,Entregue
4574,4782,Unknown,Pendente
4575,9732,2024-01-17 00:00:00,Pendente
4576,7480,2024-05-30 00:00:00,Entregue
4577,6707,2024-03-20 00:00:00,Pendente
4578,3964,2024-07-17 00:00:00,Pago
4579,6305,2024-05-05 00:00:00,Enviado
4580,5628,2024-01-04 00:00:00,Enviado
4581,6699,2024-04-17 00:00:00,Pago
4584,1312,Unknown,Pago
4585,4476,2024-04-01 00:00:00,Pago
4587,6708,Unknown,Entregue
4588,498,2024-02-19 00:00:00,Pendente
4589,8703,2024-05-18 00:00:00,Entregue
4590,5448,2024-02-15 00:00:00,Pago
4591,5055,2024-07-09 00:00:00,Pago
4592,5856,2024-01-22 00:00:00,Pendente
4593,295,2024-01-18 00:00:00,Pago
4595,1032,2024-05-30 00:00:00,Pendente
4596,3778,2024-03-04 00:00:00,Pendente
4597,1399,2024-02-09 00:00:00,Pago
4598,7993,2024-05-06 00:00:00,Pago
4599,1817,2024-01-08 00:00:00,Pago
4600,7022,2024-07-07 00:00:00,Pago
4601,5366,2024-05-13 00:00:00,Enviado
4602,9299,2024-07-13 00:00:00,Enviado
4603,1848,2024-01-05 00:00:00,Pendente
4604,9803,2024-05-14 00:00:00,Enviado
4605,3435,2024-07-02 00:00:00,Cancelado
4606,8368,2024-07-12 00:00:00,Pendente
4607,4962,2024-04-25 00:00:00,Pendente
4608,6093,2024-06-03 00:00:00,Pago
4609,3771,2024-01-10 00:00:00,Entregue
4610,6287,2024-04-18 00:00:00,Enviado
4611,7007,2024-07-03 00:00:00,Entregue
4612,6744,2024-04-08 00:00:00,Pago
4613,6292,2024-04-17 00:00:00,Entregue
4614,1527,2024-07-27 00:00:00,Pendente
4615,6837,2024-03-18 00:00:00,Pago
4616,4678,2024-03-23 00:00:00,Pago
4617,2516,2024-03-15 00:00:00,Pago
4618,2882,2024-04-13 00:00:00,Pago
4619,5996,2024-02-15 00:00:00,Entregue
4620,5552,2024-05-24 00:00:00,Pendente
4621,2736,Unknown,Pago
4622,9847,2024-01-05 00:00:00,Pendente
4623,5641,2024-01-16 00:00:00,Enviado
4624,7212,Unknown,Entregue
4625,9928,2024-04-30 00:00:00,Pago
4626,4872,2024-02-04 00:00:00,Entregue
4628,3117,2024-07-19 00:00:00,Pago
4630,7739,2024-01-05 00:00:00,Pendente
4631,309,2024-07-14 00:00:00,Pendente
4632,1183,2024-06-20 00:00:00,Pago
4633,6468,2024-04-10 00:00:00,Entregue
4634,9856,2024-07-12 00:00:00,Pago
4635,6213,2024-06-27 00:00:00,Enviado
4636,2204,2024-06-07 00:00:00,Pendente
4637,6888,2024-07-05 00:00:00,Enviado
4638,4804,2024-05-02 00:00:00,Cancelado
4639,9889,2024-06-10 00:00:00,Pago
4640,574,2024-01-23 00:00:00,Pago
4641,6355,2024-05-01 00:00:00,Pago
4642,6594,2024-06-10 00:00:00,Cancelado
4643,9143,2024-06-30 00:00:00,Pago
4644,6791,2024-03-16 00:00:00,Enviado
4645,9990,2024-07-18 00:00:00,Pendente
4646,1300,2024-02-16 00:00:00,Cancelado
4648,5255,Unknown,Entregue
4649,515,2024-06-28 00:00:00,Pago
4650,7613,Unknown,Pago
4651,2910,2024-05-30 00:00:00,Entregue
4652,7107,2024-01-22 00:00:00,Pago
4653,7697,2024-03-03 00:00:00,Entregue
4654,4932,2024-02-03 00:00:00,Entregue
4655,2080,2024-05-13 00:00:00,Pago
4656,5061,2024-01-17 00:00:00,Pago
4657,4897,2024-07-08 00:00:00,Cancelado
4658,3149,2024-02-24 00:00:00,Entregue
4659,5989,2024-03-07 00:00:00,Pago
4660,4745,2024-04-11 00:00:00,Pendente
4661,7982,Unknown,Entregue
4662,8180,2024-05-24 00:00:00,Entregue
4663,4912,2024-07-21 00:00:00,Entregue
4665,514,2024-04-27 00:00:00,Pago
4666,66,2024-06-05 00:00:00,Cancelado
4667,2324,2024-05-15 00:00:00,Pago
4668,3085,2024-06-03 00:00:00,Enviado
4670,2021,2024-04-25 00:00:00,Entregue
4671,792,2024-03-20 00:00:00,Pago
4672,275,2024-06-08 00:00:00,Pago
4673,7536,2024-05-24 00:00:00,Enviado
4674,1501,Unknown,Entregue
4675,4441,2024-03-24 00:00:00,Enviado
4677,1908,2024-05-16 00:00:00,Pago
4678,2489,2024-02-28 00:00:00,Pago
4679,6915,2024-07-23 00:00:00,Pago
4680,1325,2024-01-15 00:00:00,Entregue
4681,2057,Unknown,Pendente
4682,8806,2024-01-08 00:00:00,Pendente
4683,4962,2024-01-27 00:00:00,Pago
4684,2022,2024-03-07 00:00:00,Entregue
4686,9521,2024-07-19 00:00:00,Pago
4687,6665,Unknown,Enviado
4688,387,Unknown,Entregue
4689,4586,2024-04-27 00:00:00,Entregue
4690,8476,2024-05-07 00:00:00,Pendente
4692,3113,2024-01-23 00:00:00,Pago
4693,153,2024-03-07 00:00:00,Pago
4694,2084,2024-01-17 00:00:00,Pago
4695,4896,2024-05-16 00:00:00,Entregue
4696,8514,Unknown,Pendente
4697,5726,Unknown,Pago
4698,53,2024-01-04 00:00:00,Pago
4699,5687,2024-03-07 00:00:00,Pago
4701,1155,2024-03-24 00:00:00,Enviado
4702,9053,2024-05-22 00:00:00,Pendente
4704,6768,2024-01-23 00:00:00,Pago
4705,3021,2024-07-03 00:00:00,Pago
4706,3220,2024-01-15 00:00:00,Pendente
4708,9913,Unknown,Entregue
4709,6596,2024-07-09 00:00:00,Pago
4710,5001,2024-05-13 00:00:00,Enviado
4711,2949,2024-03-13 00:00:00,Pago
4712,8915,2024-03-22 00:00:00,Pendente
4713,1419,2024-02-05 00:00:00,Entregue
4714,3066,2024-07-21 00:00:00,Pago
4715,4513,2024-01-27 00:00:00,Enviado
4716,5568,Unknown,Pago
4717,500,2024-05-25 00:00:00,Cancelado
4718,2816,2024-02-26 00:00:00,Entregue
4719,281,2024-02-29 00:00:00,Pago
4720,9867,2024-04-05 00:00:00,Enviado
4721,1927,2024-03-01 00:00:00,Pendente
4722,6904,2024-01-06 00:00:00,Pago
4723,9662,2024-04-21 00:00:00,Pago
4724,334,2024-06-14 00:00:00,Entregue
4725,6759,2024-06-05 00:00:00,Enviado
4727,2266,2024-02-13 00:00:00,Pago
4728,3240,2024-07-08 00:00:00,Pago
4729,5022,2024-03-20 00:00:00,Pago
4730,2256,2024-06-12 00:00:00,Pago
4731,3795,2024-01-31 00:00:00,Pago
4732,7395,Unknown,Cancelado
4734,8430,2024-06-09 00:00:00,Enviado
4735,9679,Unknown,Pendente
4736,7908,2024-01-06 00:00:00,Cancelado
4737,5664,2024-03-17 00:00:00,Pendente
4738,1153,Unknown,Entregue
4739,1686,2024-04-20 00:00:00,Pago
4740,8659,Unknown,Cancelado
4741,3956,2024-07-10 00:00:00,Cancelado
4742,4079,2024-02-08 00:00:00,Enviado
4743,3014,Unknown,Enviado
4744,2885,2024-04-14 00:00:00,Entregue
4745,2798,2024-04-16 00:00:00,Pago
4747,241,2024-05-20 00:00:00,Pendente
4748,7874,2024-03-25 00:00:00,Enviado
4749,1531,2024-06-14 00:00:00,Entregue
4750,6516,2024-04-25 00:00:00,Enviado
4751,130,2024-05-14 00:00:00,Pago
4752,9534,2024-02-04 00:00:00,Enviado
4753,1340,2024-03-30 00:00:00,Enviado
4754,1057,2024-06-05 00:00:00,Pago
4755,9096,2024-05-30 00:00:00,Entregue
4756,3530,2024-01-22 00:00:00,Pago
4757,758,2024-01-13 00:00:00,Pago
4758,3720,2024-03-24 00:00:00,Pago
4759,3517,2024-02-13 00:00:00,Pago
4760,6105,2024-01-06 00:00:00,Cancelado
4761,1820,2024-07-24 00:00:00,Cancelado
4762,5217,2024-05-10 00:00:00,Pago
4763,8621,2024-03-29 00:00:00,Entregue
4764,8617,2024-06-28 00:00:00,Pago
4765,100,2024-05-07 00:00:00,Pago
4766,6734,2024-04-26 00:00:00,Enviado
4767,3150,Unknown,Enviado
4768,4563,2024-01-12 00:00:00,Entregue
4769,4944,2024-04-13 00:00:00,Pago
4770,8727,2024-02-03 00:00:00,Cancelado
4771,5848,2024-07-19 00:00:00,Pago
4772,4244,2024-01-22 00:00:00,Entregue
4773,7818,2024-02-18 00:00:00,Pendente
4774,9814,Unknown,Entregue
4775,4719,2024-02-03 00:00:00,Pago
4776,6410,2024-01-03 00:00:00,Cancelado
4777,7911,2024-07-10 00:00:00,Entregue
4778,882,2024-05-23 00:00:00,Entregue
4779,7393,2024-01-31 00:00:00,Pendente
4780,9723,2024-04-22 00:00:00,Pago
4781,7826,2024-07-17 00:00:00,Entregue
4782,1503,2024-02-02 00:00:00,Pago
4783,3911,2024-06-30 00:00:00,Cancelado
4785,2807,2024-07-02 00:00:00,Entregue
4786,5238,2024-06-07 00:00:00,Pago
4787,5284,2024-07-26 00:00:00,Entregue
4788,7826,2024-07-12 00:00:00,Pago
4789,3492,2024-01-18 00:00:00,Entregue
4790,888,2024-03-24 00:00:00,Cancelado
4791,2846,2024-04-06 00:00:00,Entregue
4794,1523,2024-01-07 00:00:00,Entregue
4795,2801,2024-03-18 00:00:00,Entregue
4797,9709,Unknown,Pago
4798,7341,2024-03-15 00:00:00,Entregue
4799,4522,2024-07-23 00:00:00,Enviado
4800,7658,2024-04-22 00:00:00,Enviado
4801,2927,2024-02-14 00:00:00,Entregue
4802,8198,2024-07-12 00:00:00,Pago
4803,9027,2024-05-01 00:00:00,Pago
4804,3488,Unknown,Pago
4805,7779,2024-05-15 00:00:00,Entregue
4807,2647,2024-02-29 00:00:00,Pago
4808,7152,2024-01-16 00:00:00,Pendente
4809,8530,2024-02-25 00:00:00,Pendente
4810,8766,2024-06-11 00:00:00,Entregue
4811,6106,2024-06-15 00:00:00,Pago
4812,6696,2024-03-20 00:00:00,Pendente
4813,1888,Unknown,Enviado
4814,8404,2024-03-25 00:00:00,Pendente
4815,5859,2024-01-26 00:00:00,Pendente
4816,3165,2024-04-09 00:00:00,Entregue
4817,8537,2024-02-16 00:00:00,Pago
4818,9672,2024-04-14 00:00:00,Pago
4820,8175,2024-06-11 00:00:00,Pago
4822,7328,Unknown,Pago
4823,3546,2024-06-06 00:00:00,Pago
4824,825,2024-04-20 00:00:00,Enviado
4825,4910,2024-03-25 00:00:00,Pago
4826,7166,2024-03-04 00:00:00,Pago
4827,1966,2024-06-03 00:00:00,Entregue
4828,6297,2024-04-16 00:00:00,Pago
4829,7132,Unknown,Enviado
4830,2133,2024-06-17 00:00:00,Pago
4831,3215,2024-03-01 00:00:00,Enviado
4832,1944,2024-04-25 00:00:00,Enviado
4833,9397,2024-01-17 00:00:00,Entregue
4834,567,2024-02-13 00:00:00,Enviado
4835,3400,2024-06-29 00:00:00,Enviado
4836,2553,2024-05-10 00:00:00,Enviado
4837,3130,2024-03-16 00:00:00,Pago
4838,6989,2024-06-22 00:00:00,Pago
4839,4760,2024-07-06 00:00:00,Pago
4841,9393,2024-04-28 00:00:00,Pendente
4842,3807,2024-07-12 00:00:00,Pago
4843,4062,2024-07-07 00:00:00,Pago
4844,3300,2024-04-24 00:00:00,Pendente
4845,6849,2024-07-05 00:00:00,Pendente
4846,8227,2024-04-26 00:00:00,Pendente
4847,9153,2024-01-04 00:00:00,Entregue
4848,3092,2024-06-28 00:00:00,Entregue
4849,1200,2024-02-26 00:00:00,Entregue
4850,5297,2024-07-24 00:00:00,Pago
4851,5220,2024-07-03 00:00:00,Pago
4852,5846,Unknown,Pago
4853,8157,2024-03-29 00:00:00,Pago
4854,3303,2024-06-18 00:00:00,Pago
4855,7996,2024-03-20 00:00:00,Pago
4856,7714,2024-06-13 00:00:00,Entregue
4857,9136,2024-06-07 00:00:00,Pago
4858,2088,2024-04-02 00:00:00,Enviado
4859,9209,2024-01-01 00:00:00,Entregue
4860,8518,2024-03-16 00:00:00,Pago
4861,175,2024-02-17 00:00:00,Pago
4862,3501,2024-03-03 00:00:00,Pago
4864,2407,2024-02-04 00:00:00,Pago
4865,4767,2024-03-21 00:00:00,Pendente
4866,8596,2024-03-19 00:00:00,Pago
4868,5071,Unknown,Pendente
4869,452,2024-04-29 00:00:00,Pago
4870,908,2024-05-08 00:00:00,Pago
4871,8815,2024-01-10 00:00:00,Cancelado
4872,192,2024-03-09 00:00:00,Pendente
4873,3987,2024-02-14 00:00:00,Pago
4874,7762,2024-05-09 00:00:00,Enviado
4875,436,2024-02-02 00:00:00,Pendente
4876,3242,2024-05-09 00:00:00,Pago
4878,4523,2024-03-03 00:00:00,Pago
4879,8897,2024-06-28 00:00:00,Pago
4880,1212,2024-03-18 00:00:00,Entregue
4881,6822,2024-03-31 00:00:00,Pendente
4882,4739,2024-01-09 00:00:00,Pago
4883,8695,2024-05-08 00:00:00,Pendente
4884,1111,2024-05-26 00:00:00,Pago
4885,8483,2024-01-01 00:00:00,Entregue
4886,9076,2024-01-11 00:00:00,Entregue
4887,4486,2024-04-06 00:00:00,Entregue
4888,3664,2024-07-24 00:00:00,Pendente
4890,5677,2024-03-30 00:00:00,Cancelado
4891,9996,2024-04-22 00:00:00,Pendente
4892,4077,Unknown,Pago
4893,2675,2024-03-03 00:00:00,Pago
4895,2826,2024-02-06 00:00:00,Entregue
4896,5970,2024-05-24 00:00:00,Pago
4897,5521,2024-05-31 00:00:00,Enviado
4898,1594,2024-04-02 00:00:00,Cancelado
4899,1620,2024-05-24 00:00:00,Pago
4900,8275,2024-05-04 00:00:00,Pago
4901,6144,2024-04-20 00:00:00,Pendente
4902,1180,2024-07-07 00:00:00,Pago
4903,8100,Unknown,Pago
4904,4796,2024-01-09 00:00:00,Pago
4905,3137,2024-06-06 00:00:00,Pendente
4906,714,2024-03-21 00:00:00,Cancelado
4907,3527,2024-04-16 00:00:00,Pago
4908,8501,2024-03-20 00:00:00,Pago
4909,7617,2024-04-20 00:00:00,Entregue
4910,4781,2024-05-09 00:00:00,Pendente
4911,6980,2024-05-20 00:00:00,Pago
4912,6654,2024-05-07 00:00:00,Enviado
4913,7141,Unknown,Pendente
4914,7156,2024-07-21 00:00:00,Pago
4915,4718,Unknown,Pago
4917,3282,2024-03-14 00:00:00,Enviado
4918,7633,2024-01-12 00:00:00,Pago
4919,3753,2024-01-15 00:00:00,Pago
4920,688,2024-03-25 00:00:00,Entregue
4921,5320,2024-04-07 00:00:00,Entregue
4923,1843,2024-04-15 00:00:00,Cancelado
4924,4655,2024-03-31 00:00:00,Pendente
4925,4703,2024-04-01 00:00:00,Pago
4926,8253,2024-03-13 00:00:00,Entregue
4927,316,2024-07-18 00:00:00,Enviado
4928,7290,2024-03-19 00:00:00,Pendente
4929,9864,2024-03-21 00:00:00,Enviado
4930,4158,2024-02-24 00:00:00,Entregue
4931,9181,2024-07-19 00:00:00,Pago
4932,5068,2024-05-23 00:00:00,Entregue
4933,9653,2024-06-12 00:00:00,Entregue
4934,5080,2024-06-21 00:00:00,Entregue
4935,7141,Unknown,Entregue
4936,1735,2024-06-19 00:00:00,Entregue
4937,7795,2024-07-11 00:00:00,Entregue
4938,6663,Unknown,Pago
4939,7327,2024-01-22 00:00:00,Pago
4940,9404,2024-07-26 00:00:00,Pago
4941,4732,2024-01-28 00:00:00,Enviado
4942,6535,2024-07-12 00:00:00,Entregue
4943,4939,2024-05-19 00:00:00,Pago
4944,9284,2024-04-04 00:00:00,Pago
4945,8492,2024-03-16 00:00:00,Pago
4946,9769,2024-05-22 00:00:00,Pendente
4947,1021,2024-02-29 00:00:00,Pendente
4948,9599,2024-01-16 00:00:00,Enviado
4949,2018,2024-02-21 00:00:00,Enviado
4950,3032,2024-03-06 00:00:00,Pago
4951,5746,2024-05-28 00:00:00,Pendente
4953,9433,2024-01-05 00:00:00,Entregue
4955,4908,Unknown,Pago
4956,2957,2024-03-25 00:00:00,Enviado
4957,1931,2024-01-27 00:00:00,Pago
4958,2052,2024-06-16 00:00:00,Entregue
4959,5936,2024-07-04 00:00:00,Pago
4961,2451,2024-05-25 00:00:00,Entregue
4962,8757,2024-01-20 00:00:00,Cancelado
4963,3068,2024-02-08 00:00:00,Pago
4964,8112,2024-05-27 00:00:00,Pago
4965,9541,2024-05-31 00:00:00,Pago
4966,751,2024-04-04 00:00:00,Entregue
4967,5310,2024-06-29 00:00:00,Pendente
4968,6635,2024-02-29 00:00:00,Pago
4969,857,2024-04-20 00:00:00,Cancelado
4970,2059,Unknown,Enviado
4971,6925,2024-06-18 00:00:00,Entregue
4972,5855,Unknown,Pago
4973,3303,2024-05-06 00:00:00,Pago
4974,3626,2024-06-23 00:00:00,Pago
4975,591,2024-04-19 00:00:00,Pago
4976,6826,2024-07-17 00:00:00,Pendente
4977,1659,2024-07-13 00:00:00,Cancelado
